1000
1001101011010101000111001011 01110101110111
1111110010000000101011110101111011110000000001111010 110011110101110000101111111110111011011101110001000000010
110110010101111100001111001111110010111 0000010001010011101011111100000110011011000101000110
00001101100110100010010001011100100001111001001100000101011010100011110101010001 0110100100111100101010000011010101011010110
10000111011010110001100000010001110111101000011011111100100100000111111110010100 11001110110000000101110001
111001110100011010010 01000010000010111011011100111011001110101000101011011010011100011000
1111100 111011101001111110011011001010111011100011111111000101110
11111000100110010001101000011000010010100100101000101001 111000111100110011
01111011001001101001001 0110010101101010111111111001110110001110000011
101100000001111001100000100 111100110110010110100000110101111001010100
01111001101001000111101001110 101010011111101111110100001101001000010001111111001101010101111001
00110010001000010110001001111110110101011110001010100001011001010 000011110011111011001011110101
110000111001010111011100011100110000 10100000111101010111100111010001101111011011111100010011001110001010000000
00100110011010011110101111000101100001 000001111000110010100010110011110011101101101101011
10011000011110110011001011000101011000110001101101100001 11000010010111010001010
0011010010001101110111 0011000000110010010001000
001011111110011010100100110011111010100111 0100
01011001010110011101010000110100110110001101110111101010 01010110011110
00111111011100111111011001001011011001001 10
111010111011110111100110010101100010001000001001101011111011 111000001010001110101100111
1100101000111101100 00111110000011011111010000110111011111001001100010111010
01011100010010111001111100110111 01011011101111110101111010010110010110
011011100000001010101010010010110000001001100010011011101 00000010110110011010011
011101011111 110101000001001011110100001010001100011101000100010101001100100
10110101110101100101000100101010111011011101100101011111111111 0000011100001010111110000010011111011111010111000110101111010000000111101
111011011111111010101011101111111010110101010111100111001000 10000001010110110100101101001111100000011001000
0011001001010011011001111000101011100 10010100111111010100100111100000011001010101010110101010000111011
101101010110010011101111100011110001110001101110010110000011110101 11010100100010100100111000
101011000100110010001001111001011110100100100111010001110110101010010111 110011
00101110101010000001111010101110100110011011101010001000000111100010100101 0001001111111100101000110010001111001
100001000001001100011010000 11111110100000101111110101000110111101000101000111011001001001100
10111011110100100101110101000110111111001011111100010000110101110001 11000010011001100011100101100111110001011100100010001001010011110110111000000010
11110001110001001011000100011001111100110110000100000 11110001010110011110001011111010110110011111011
1100100110100111010110011011110011101000000 10000000010000111011011010110010101100011011000
00101011 11110101110000001001101
1000101100011100011001110110000110110100111110110 11011100101100100
1001101010110010110101111010101001 0001010100100110100101101000010110000010001
11110001011111100001111101000111110100100 1001100100101111001101100000
0001110111110000110111011010 101010100100110000000110110000100111100101101000010101010000101111100
100101000 1001000110000101101
11101101111100100001011101110111 000100000000
0000011111111000011011 1000011001010000111001111111010000101001000010100111110011110001101110010
001110000010000101000110111101111000011011011100111101 1110001000000100010100000101011111100100100011000
0011110010000001001011000 000
00111101111110111101100100010111001100 1101111000001011010000100001001100101110100001101110000
01000100011101111101001100111110011001001101111110001011110011100101100011000 1101000000110110011101010101101010010101001100001111101110111101101100110
0000000100010011000010101011101100100000010110010101010011 00101111001010011001101100011001011101100000000110010011111110001101
000101000001100000111010111100000 1001011010001100011111101011000101100
1001100010100000000111100001111010111011001111000010100 10010000000000110101100
010010001000011011001011 000111110
01110011111000000001001101000000011011110101 1001101000011010110100110101010110111011111110110111101001011110001110010
10011100100010111000011 0
1001111011101110001010001100110010111010001001001001000 10100
100111111110100010011111010011001101 11111111110101111101011011011010000000011011111010010001000111011010100001010001
1001001000101000011011010001011100110 01001101010100001001
1000000111 0000100
10010011000010110101010 1010010111100110111100111011111101010001111011100110
1110000111110011111101001101011010100100011100101001101100100111100 110100011010101001101001110001
11010 001101110010101010101111010011001110010010100
1101000101000 01010011001101000100111010011111000101111000000100
100011011011100111001011111110100100110110100010000101010011101 0110011011111010010110111000101001101001010
0011010000110001011010101111010001010000010101010101 00001110111100110100110011110110111011110100110001
01100110101101000101001110101101100001110010101001100101100000110110011011100 1110011001101001111111101011010110001000101010011111100001111011
01000000111001001111001110110110011111110000000101010 11011010111101110101011001000001100100111101100110000000100111010100011110100111
1111010010101110100 0111110110100000011111101111110100100111000101011101100101
101111100111111001000000000011011111101011100110 001
1010001011110101111010100000011 101010110110110011110110101011000110001
111001001000 0011000011011100
1 011000110010011100000110010010010110001000001111100010
0001101100110110111000010111010100 100100000111100011101010111011001011
000110010 101101100000011101111011010101100011010001000110111110100011
110110001100000101011001001000000001001111100000010010111011111011010 001
00011110 0111001011111011100010000
10 00
01001110010110001101010010100111001100 1110101001110000000111011100101100101111010010001001110100001011
11011011111101000111011 0011110011111110001010011011011011101000000100111001000001001010100001100
110010001010101100111000000001011100011011010101001 101011010100001101010110001101101101110111011101101000100110
1001000000101111011000111011001100101110010000101110 101000110111000100010001111101
001110010100111111111001010010011111100011110101011011110101101101 1110100000010010010010101111011110010111000101111001111
11101111110110 01110010101011
01111001101000011010011011001011010001000110100110011000101110010110 00111010001000110111110011100111000100001000111101111000011101110
1010 1100011001001111111100000101101001110001011
110 0001011001101101001010101100111000111010111110111111010101001001101
01000100111 010101001111001101
110110000000001000011110011001101001111001001010 01000100011010100101111000100001011100111111000100100110011100000010000101000
00001010101 0011110010000101010011010100110101101
1101011111111010011110111111010011100111101110001011110101001111110100 01001000110000010011101000110000001111110000110001101001011000010000
11011101011111011011000000111000111000 010001010000
01110100000111 00101011110000110101011111111011101111000010001011110101
110000010101111111110010111000000010011 111000100001011101000000110011100111001110010
1100010110011110110101101011000011111111111101100 000000
0100001101101101 00001001101100100110110111100011100100110010110101000100110001111011110010
1111100110111001110001 0000000001000111101100101010101110010111010101010001001101000111001010011
110010111100110110111 001011001101100101010101110001101010011100011000011101000010
0111110001101001 111001010001000111100011100001010001011001011
110100001111 01011010001101111001111100011001010111110010101100101101010110000111110
01110011000000101101111100001111010100101111110101110001110011010100000011100010 1110001111101100001110
001010011111110101101100101100011001011011100010100110011111 11001100101001010111101001000
011100011010010101101000100110110011100110011010001111101111110010101 10001001000011000100111100110111001011111000000100000
10101000101101110100010001111100010001100111101001000011010011100110110011 101011100010010110111111010001111101001011001001111000
1000011000111100111100110101001011100111110000001100 100011011100100011011
10110111100000011010100001001111 01010011010
1011101111101110011000011111001010011101 10111111100100000100101011011111100100010
110111111101110101111111000010010010110000000001100000101101001111110110010011 111100011001101100000
00001110111000101100111100111011100001011110000 000110001100010001001111111101001001000010001010110110
101101011101111110011 00100
11110111100100000010010011011111001001101100010 1110101100101011111100001001110100000110100001000100001001101001010
10101011100100000110011100 001110001000110000110010001100110011100010100110001010000
110110001110110101010100111010101001 0000000000100101
10111110000100011000110110000000011011010100110 1000010101110101010101111111010100100011101000100111111011101001101010001
1011101010111001011100111000011101111011011000101110 110000111001011011110100111001000001101011
0110011100100001010000110111001010010100111000101001 00111001000101011110100011001011111111110111010000000010010110010101
1000010101100111100101110000010110010110111011110100001101100110010 010111110000000110001011111
1100100010111011000000010001110101110110000001001010010111010000100111 010101010110100101110001011101100010000100111110100110010011101
111111111110110 011
101110001010011010001 1101101111001
010101010111000101001101111011000011011111111000100000010 1100010111010101100111101001110110001010110000100100
10000010111011010011111100110111000111000010011011 1000001010011101101110100001110
00001010011101101010111000001100110110100111100001110001010101011110110 0110100111100100100001000000100001100101111000011
00111101001010010001111100011111000110101 0110100111101111100100000110001101100001011111000011101100101100000101
01001 001111011110
001111110011110100111 11001000101010100010100111000011101001100000011100110001010
0110110101010000010101110001110100010001000011011010111011100010011111110010100 1101001100000111101111010010100001000001010010100111100110110
1011011111001100011100010100110110110000100 001100000100010
10111100010101011101000000110001110110001110100010011 110001100100111111010110010000111
110000101110100111111101000010 100011101000111110101100011011110111001101000110010100101111000111001
1101011010001110010010101101001001111011 10011
111111010011110110010010000111101101011111010100100001 010110001100010100001
100000000010100 10111101111100001000011100110110111110101110011001111011101111
01001111110010001010101010111000010001010101011110111111010 1001
00000000010011011001001001101101011111110000101 0010010
010110111111100011010000 10001110011101111101101101000100001010011010010111101110010
11001101010010010000110101111000100100010110001010011001110110 11001111010010111000101110001110001100010010010010110101011
01100001101111 110100010101000111011111001
1100110010000010110101001001101000110010101011010110000110100011000 010111010101011111001011011011100000010000
000001001010011 11000000011110
0101110010101000100101101111110010110100000101110001100100111000110001 10010010
10 1001111010101010100100100000110010001100001101111001011001001001100010111101
01100011110110111100011111111110001011000101111001101011 100101100011001000110110111000001001110011011011010010111000011111100011101100
01100001011000011010010001010010101110010110000100010011 0110011011100110111110011100111010100100010101110001000100101111
101010000100001001001110110101010100 01000111
0011100011010 0001011000010010101100101010101000010101001101001101101
110000010100101111101100000011010111101111011110001111110101010011111101001 1
011010001011001100100110111011011011100101010110101111111011001001 0111100
000001100000000011111111100111001001010111100001101100110 0001000101011001001011011000110100001
1100101001111111110011110000010011100000100001011110111111000 0111010110111010101011110100111101110111101111010
001101101101000100010010110010101100111110010010101100010010 10000011001111000101
011110001 1111111100110000010000111011111111111100001010
001011011011110 000011100010
011001 100000000010100101001011110101001011110011111110111
110000000110011011011011011111011000010111 001001001001111010101011011110001010111010100010111100010101011100
00 0101100000110111111001111101011101000000
110000010001010110001111110011010011000 1110111100101010001110101011101001011000110111101000010100101101
1001101110011101 11100000010110110011000010101
0101011100011101011000011001100101110010101011 111000000101100111010110101110111011
01001110100101100001110010111100010110011101010100001010110 00000101000
011100010111011101111010101010010101010111001100001010011001101 11101111011101111101101000100001100011100100011000011011101110110101111100111
001001111000 00010001010010010101101011110001001011111011111010101101110110001101000001000101
101011111000011100000101110011010 1101010110100101010010011100010010000001000110100001100
000010100010110000101011011001001000110010000001010011100 000000111000010010100110010011
10100101010001110011110011111100000011000 111111101010011101101
111111010010011010100 01000111110001111010101010010001110101000000101110011011001101111111100011100101
000110101000100001001101111000010000011110000000101011001 101111110100111011011111100111100001001010001
0110110111001000000100110100000010101000001101101001011101000110101000111 110100111101100101001011100101101010110000100100000
1111101101001101011000101101010 1110010
0 10111010011001010011001111111101111110010111110111010101011011111100110100
0011100111111000001010000101111100110110000 11101111110111110
1000011010101101111101100111 10110101001000001100011000100000101010010111110
110 11100100010100101000100100010
01011100011000101 00001001000001
110 101001100010010000110110011101000101110010000
01110011101110010010001111010010110 011010110101010100110010110011001
10000110011101110001111001011 10111010010100111100100001111001011000101001010000101000
100100011110111001010111000111101111011001110110 111111011101001
00010110111001010101110100 1101011111111101001111000100111000011100001000010110000110
111011101100111101011101000 0001111000010000100101000
11101000000010010101001100001110111011001110111000001100000000111010110101 01011100010010111000100100011000100001110111110001101101
1011110010000010001001011111111100100010011001011001100011 11110010001010100111
11110010111110111001010110000111011011011100001010011010101001110000000011001 01000100001110110010011010110000010110110010011000001011111001101
010010111001001111101 1010001110
1 1001110011101100100010010000
1001100110000001001111100010011000111 111100100000100100100000010001001000111001000111001110000100
1000110 11001000101011110000010100111110000111
10010110000111110111101010110110101011110 01000101111000100111000101001111101100001010111101000101100101100111110110001011
1011101101101010011101011110110011010100111010010001010 01111101011111110100100101
0110 100000110100100001011000111111110101
000001010000000010001011101101001010001000011100011 000001011011010110011001111010000
000110001001011110100001 011000110101001000001001110010101001001111000110001100000110100101100
110000001101110101110011000011 1111010001111010101001
001110111010011000000011011011111001001100001111011010 111001111111001100100000101
110110101 00010100001001110110010110101011101010101111011
100111001110111010111100010010011100100100111110010 10100010001111001011010011001101010110100011011010100
100000010 1110
01100111000000111010010001111001000111110001111000 1011100111100101001
001100001011100001000110100011101001101101011001101101111101111100100011001 1011110000000010011000111101110110000101110
10110000100111000111 001100111111110100011101010100101011
0110100110110010011101110101100000111 100010111111011101011010011100011
110101000000101010110011010000001011001010000011111 1010101000100010011001010100001111000101110110101
1101101010100100110000110110011 1111101000110010011101
01010011000101010011011100001000010001010010101 101100010000110001011001000001011001110
1001000111001101111111100010001001010100101010110100111 0000101011100001101011010
11110111100101101011110101100000000100010100010100101110010110 100111011001000000000101111000001110
0011000000011100101101010011101010100110111 0001011110101001110101010001011100111110010100111001000111111011101100001111
100011111000010110000100101010001110100010110 00101001111101000100101001
1111100110010010101000110010010100001111111110100001110011100111100111 10011100100011110
10100001110000111001001010110011000010010010111010011110001000110111001011001011 001100101010110101111011100101000110110110000010011101
010101010100001001100010110111110011000011111010001 00110010
0011001111110001011110011001011111101110100110011111111010000100100011010 1001010100010111000001001100110101110000111011
11011111101100110101101100000100010010001011010 0000111000011001111001110110101111111010110110010010111000110
111010000110000001011 011001100001100000
10000001010101110110001110111000000011100011001011 1100110101011010110100110100001010011101111110
010110011111101000010 111111011
1100110100101011011100000001110000001111011101110111111001 0000010100110
010111111011011111011 101100111110111001011111100111000001110
1001011100101011010010111110001010 1010011001100101110100000010111010110111010111110100110111111010010110001110000
1010000011010101001011100100011000110101101100111001100110100111000011011111 10000111110010101001000100111011001101100101010111100001111111111100111
1001100110110001100001001100110001100111111010111011011000010110110101010000 11101101000000111111110000111001010110011110111100011
00011010 111011101010
1111000100100110110100111111011111010011011101011011101011110 11010010110010010101011100101010111100011010010010101101001
100011001010001111001011010010000111011001110000110100101001111000110001 0010001001111101
00100110000000 00100000000100001010111101111000010110110001000011001000
10011010010000000111110101000110 1100111000101100100011100111011010010101001001011101001011110101010101111001000
010110 111
0111000011111000100100011 110000110111111001011101110011101011001010001001010101
0001000111111010 101111
00110110001111001111011011000001111101111100101001011010 000001110000011101111111101101100011101100101111001110111001010
01110110 01111000110101100110100000100000011111111010110110001001111
010001101000101000 101010101100101011101001110010010100001111011000
100100 1001011111000101110000010111111111111100100000110001000110011101011010011
0101 00000111110101110011010011100001001001011001001001010110101001001
1100100100101010011110000 110101010100001110101
10110001011100000111010101011001000001010111001 000001100011100000100011111101110
11011110101011101001000001010000010001000111111001001110111001010101101011 11011000100111010010
110101011001010000110101011001000111110010101100001001000001011011000 000110001001111100000001010110001111
10110101011101000011 11111110111001000000100001011001000001101101000001010011010010
0111101001000010001 0100010100100001111101011110101100001101000100101101101011110010
00110111110001101001011110111111001100111100100100100101110001111000000011 11110110111100010111001101000110000101011
100001000011 100
1000001111101011010100100111100011101100111001010110111001001100 000111101111000010011100000100001101000000110000010100001101000111101111001
0100100110111110011101100100111000000110101010 011100110101
00000001110100000011 00000111111011010011001010000101101111111010011011000001110111101000101110010
01 011010011100011001111110110100100111010111000011010111
11011010100001101100110011110001100000111 00
011011111 00100011110111111101001011101101000
0000100 111111001100
000111111111011000010010101111101001000010001010101011110110010 10100011110100010111100000001001101111110000000001101001001100010010111000
011001110011111001011010111 011010001001001001111010011110101110110100010111010
0011010100000011011 001010001110101000110100000000010100101101010001101000010011110011111111101110
1000001011011001011110101001100010010101101011001011000001001100100 00111001101100101001010001101101111101101100000110110100010100
1011010110111011111010001101000011000010011111010001011001011 1011111111111011
111010111110110101110110011001111000101101001111000101101 0110111011010000011111001000010011001010010011001100011110011110110110101011
01110000000000110010001010111011110110010011101000001000101110101001011 0101000011110111101100000001010000100101110110010011011100011101000
010001101100100 000111
0001001111111011011110100010010010011111110001001 00011111001101101111011010111010000010111110000100011010001
1101010010010010111011010000000111010001001101000 000111101100101011100100000
1010100000100111001000110100000111001001000101111100111010111100111100110101101 11010011110110101001111111111000011111101111101
010011110011 1111101111010
100010010 01110101000
11000100101001011100011010000 01101010110101010110000011101010100111111111001
0101 01001101111101010001110101111
0101101001111000011011000011011100000111011100001100 11101000101000000111110111010110010001001101000
10000000111001 0100110000100010001000010010001001001010101000011100000111111
001101010101001000011100110000100110001000011001010000 0110100111001100000101
00010010100110111111001100110110111000111000011110111000000111000000000000101101 00011001110110011111011011000110010010010011011111
111100010010111100110 11111100101001011111001110111111011011010010000011010101000001010111
1011110010101110101110 0101001110011000111010111011000111001101011100110101011
1101100110111010110101 1101000111100
10110101010001100011100011110110011110001001111101011111110110010100 10100011000001001010100100101100110011001011001100
111 0001011100000011000
00001101101011010101 11010001000110000100011000001000110000110000000100000111
0110101001001000100101000010100011 110010010111111001001000001010110101101001000010000001000111110011010
100001000001001010010010010 11110111110000011101111110110010011000001000011101011110111110000
00101000100111001110010101100001000000100110110011101101000100000 11001101111110100111001011111011110111110110000010101
000011000000001010011010011111101110111 01101010011011110110011101111111010000111011110101100111000
101110100001011111011111011001011111100011011100000110001101010010111 011001011
0000110011001000001111110 10000001110000110001110101110011000010000000100111110101010111000010
0010100111101011010110000001111001110111000010 100111100001101001111101001001110101101001010110111010101101100010000111001
0001001010001110001110010000110101110011001010011001 11001010001100011001100000000111010111011
0011001100010000111110001011011101110001111000011000110 11111010000100101101000000011111001010001001110101000010100
0111010111100000100011001001010110101010000111101101001101 10000101110111100100110011010000010100101011111001010010100
010011001000011010110010011 10111111011000000000111000000110100111110011111111
001100110 101100001000010110
11011100000011000010110001011011111110111 1000
000001111001111010010101001000111100 01000001111000111100101101100001110000010001
00111001111110000100010110001111011010100010010110110101110010111100010010 1110011011010111111010000101110001010110000101100000110100001110
111111001010011011001011111110010110010010001010011001011001110 11100000110000111110100101100111110010001111010000001111110
11001011110100101101011011001000001000011101101000000001111110011001101110 01010111000
10111111011 011110101111110111110011
0111110000100110100110 11011101111101100101100010011011011111101100101
10111001000111100101110001000010 1100101010101010010000100001011010001111111111010001011011010110100011100011
0100110110100100010100111111000110 0
000101100010011101111101010100111000100101010001100000000101000001110100011011 10000101010001010010111010
101010 10000100011000000101011011001111110100111
100100100100001010001101 001000100000100000111101010011000
00100010000000001011011000000010000010001111101011101001110010100000110010011 100101001010110100111001111111000
100110001001101101000001110010000101100110011000011000001110111001100010100 001100100100100001110000110000110110010011101010010000010010101100010100
0001011111010110100000011110010000000001100110101011 1101110101111001000001111
11010101101001001000011110010001000111101110111010110000100100 11110010100010000010100001101110100010111010110110001000111011010101100001111100
011 101011111101011111
01000000111101110011 1010101011111101101
01010001010000011000000100111010110110010110110111011011110100111001111011001001 011010000001100111011010011011110111101001011111100110101110111011
10011111000101100000000111 1011110110
1010111101110010100000000001111010001110110101100000 010110000100001001101000101100100101111
1101001111110100100101100100110010000010101111 0101110100001110010101001110000011010100010
00010111000111101100110001001100001111001101100 1001010000100110101101100110111110101111011010110011101010111101111
100011010011001101011011000111111110111100001 010101000010110
101110000000011110000010110001 0100100010010011011001
111100 1111011
101100111000001010000000100111010011110011101000111010011000110 0100100011110001100100101000100000110000110111000110001111111101010111100
111111100100110100010011011101100101011111010110100000000 0001110110110
001001101100 101010011001111010100010110110011111010010110101111
0000001000011101010111101000010110000010111010011001100101010110111101 111110000011110001110010100111100101010001010000010111011
00101110001010111001101101010011101111000100110000111111101110000001011110101 110001011110111
10001111011111111001001101010100110101110010110101111100111011100 011101010100111111001101001110010110000111111001011101001100011101100
01101011000010111011000110110110011110111101000100010010000110100011011101 1101010100010111110000110101101011100101111
11100001111000011110000101110011100001100 10011000100100110011101011111101100000110100000111111110000011010110000
110010101101 10100010010101001001010000000110111100101000110001111001110010001000000011011
000010000010100110110100110001010111000101001110111110010111110 1110111101001111111000011000
1101100100001011110110101 01010010100000001100110110111100011011010000001100110011100100001110111
1011 10011
10101001 0110100000110000000101001100010111001101000111001000100000110001010111100
1000011111000101 0111100011011011011000011100001111001111010110101110110011
100111 1101100011001011110100111111001
100100 101110100001110111110100001011101011110100111001000010100011000
10111111110000101111101100 000110101110100001011010001110111011101000010110000101100101110110010100
101101100110 1000001010001000111011011010110111011101101010011
100001100 001010100000001000110110100
101000011101101110111101000110101110100101000000110001111010101011000000011001 01001110000011001110011
10010001110100100110110111101111000100010111 0110011000110010010111010001010101011101101000011100111001111001111
01111101000001010010100000101000111011010000100111100011111110011011010011100 10000010010011100101001010111001011
0000111011110101111100101011100 100
001111100001100100000110011001100 001001101010011010111011100000010
1011000011 010
1111011110100011011011111100110010 01110011010000110100001101010000100111100010010000111111001100101011110
1001010110100011110010010011 01001101111110110110010110010111110101100110001110
10110010001000001110110001 0001101001001110101010001110010011110001001111001100111110000000111001000000101
11000111100100011101110111011100000111000010011111101111111010 01100011110110111111000011111100011111001010
10000111010100001001100011110 10100111111
01111011011101010011101011011111001100101101101001110101101010101100 10101000110111100111100111011101001110011101
10010000101000011000011110000111 0010000000000110011100000110110000000101101101010101010011001111111001
101111001110101000101101011001110011011010111101011010 000010110000110011000111000001111001100011000101110
1011100011001 1100101101011000100010110101010001001110010000
000010000101100100000010001101110100001101000011111010101 10100010001010111111001000101010011101001001
0111100010110101011010011100001001111110110100010001101001011010101101001111011 01001100101111100010010110111101100000011000001001101000111111
0000001110101101000110011000111100100111000111001011001100000010100 100000111111111000110100110101100101
111111100111111010001101011111000100 0010111000
001111011011001100000000010101110010001100110 111100100000101101100101000101100101001010001010101111000100011010101010
10110011100010000111110001110000001101111000010010101011 1001101100001111111001010110000011100101111100100
01111000001000011101110 1
100001000001001111110011011010111011001010111111100100100011 001101101100011001001100101
101111110011111011110001001110010101011100110000011 1101110000110
001100011011011001010101001010111111011110111101010100101 11000110011110011100111111010000101011001000010110010
00000 10111101010001001110100011
101001 00101101000010101110001000011111010100000110011110100001100
111111011011000111110011000001100101010 011000000100110010111110100
0100011 11010101000111111010001011101010000111011001100
01111111010010100100 101
101011110000111101011101000110010001101100 1001000001001000000000110000101111011000101101001101011011110011001001000001110
111010000111110110100111101100010100111111111111000010000010000011110000111 1110000101010000111111110111011011110001111100101100000
110001011101101101101101001110101111110010111011110110001000100100011011001011 0101011000010001010001111111010100101100001011011000000
11101111111011101110100100010011010101111110100101010100100001010001110000 010110010
0101000 00001010100010001100011110101110011011011110110111110
011011100010001 01001110011010111110010011001010100
11011000011011110000001100011000110001101 1111111100010011110010101100010000111110001001
100010011100011010001010011011110 1001011000111100000000011011011011101000101000010110111100100100100010001011
001000001100001101100110110 1001110111100101100000110100101110100011000100000110010010000110010011010
0110001101010000011101 00101111011001001
00100010110111110110110101 111101001100011111101011100111000110111101001110010
0010111011 00010011000000101011100011110000001101100000
0011111010010100001010000101000100001001010011001001001010111101100010 0100101001101010110001010000000110000001111100
01101101001010111111101110010110010100110101001011110100101111010111101011111 010110001011110000001101101100100001011011
0111010010001011010010110111010100001010111000 01001111000100110001000011001001111011
101010010010001010000110110000110010 110111001101111010110101111101001100011010000100110100010
0110000000101111101000011101011000011101000101100001010100 11001101000111110100011010011010101000000101001100010100101000111
00000000010100010100101 100101100
01001010101 11110111110000001000001001100000111001010101101110000100101001101110110000
00010111011000001001001000101101000000111011110111111100 0100000001101011001010101111011011010111101101111001000111011100010001110101001
011100111100001001011001001100011000000011110011111101000010110101000111 01100011101110000111001111111000011101111100011011010010001101110000001
00111001001010110111001110111000011111111111111110010000011101110100 0001111110011000010000
00100100000100011 0000101001011001111000
0100010010011100000010011110101010001111101100111110110001011110101000 111001100001011010001000010111
110000110010001100010100011001111011110000000100000010110111 1010100010011001001100111111011111100011001000
01011100101 01111011
1010101000111101101100010011110110110001001011100100111001000110011001111010011 1011011100000100101111011010010
110100101111 011000000011100011111011100010011010000100100101010111111
011011101001101010100010110100111110100110110100101111 001111110010101011000111110100
0000100110000110010100 00100100000
0010011110101011100010011111 000010110010100000
0011111001101011111100101000111101010110111001011001 011100101111100011100010101011101100
0110011 110100101010010000110111110001000000011101010111001111001
1011111100101100010010101111000110110101 000001000100000001111011101101100110001101110110101111
111110010110010100100010111111000110010100000100111001110 1011101011001101100011010101
00011 0101001011011000101001110100110111010100
1110101111010001101011100011110110101110110001 0000110110011100110100101111111
110110011011001 10010001100011111110001111101
1111100101011001100101101100010100110100101001001110010101 0100011011110101001010011001101101111000010101100010
000011100011010010101100100 0100001100001001101100001110000111111001101110100111001001101010
0110001101010101011011100011111000 00001110100101000010110010001110100000010000110
101010111101011111011100101101010100011 11111011101000110000010100111001110011011001101
000110001000000110011001001011101110011110 11000101011101100011110101100111110100100000011110001011000110100
01100111111001111111101110101001000111111101100000110011010111 1001011001111101101011100111011001000
0011010001001000001001001111100101111111100111110000011011101010111010011110000 010100011001100001111011001110011101000101100000011011010010
0001100010010111001110111100100000110000101001 1110000110011000000000011100101111001011011000100110111
111000000111000010011100110 100100
1100101111 010001011010000000010101001010000011001001000010010111100001010
0101110101111101110001100111000100001101110000011100001001110110 111011010111100101101011001011101
010011100011000001011010111001100110101001101010010110010001100100110000 11000010
00011011100100010111001010111101000001110000111100 100011111010100111100010110110
0 101110000111011110001101000010000010000011100101100111001100110111110100110110
11100101100111 101101101
1000010011000000110011001 101000100010010001110101100100
110011111000001111100000011000001001000110110100101010 1101001011101010000111100100111001000110110111
01011101111011001111011111111111011101101011000111000111011 101111100001100
11011110101100001100110010001110100000101101000110000101101000 1010111110000010011100111000101010
011011111111010011111100011011011000101110101111000010000111001 000011100000110000
010111110000000111100110101101100010001000001010110000101000101001101010001 00101010111101100011110010111110110010
101010011100110000 00111010011001011110110111001101010010100011110110100100111
010000111 01010111000000100111011010001
1100101011001011010001000010101011100100001010011111010010110100010110001101111 1100010110100001011100011010100100111000100000011001101100111010111111011000
011111101110001010011110010011001011 00111100011001011000100010001110
00111001100101011001101011001011101 1010100011000110111000001101011100001110101100010000
00001101100000111111111111010000111110011001000111100 1000001000110101110000101
10010110101101010111010111111110000 000100000011011101001
0110000110000101000010010110001000011010011010101001001100100 10000100011011000010101101000101110100011110100110111100111100100
001111001010111011011001000110010001001111111001100 101010010110111
111000011100100100010000000 1010011011111011100100
011000001011100000101001 1001001000111
10111011110010110010010011 1100100101111001101011111111001110101
11101110111000001 011
011111101101100111000010111001101111110111 11001111
101010001001000011111111000000101110011 111100101
100101000001100000011010101010010010 100000010000011011010111001000100000110101001000001011010
000001000010 01110001
11011100100001110011110000011 1111
1100111000101011100010010000000100001101010 10001011
000011001000111000001101111110000 1111111101101001001010101100011100101011101010010101000100010100101110110101
111011110101 1111100110011110101110001100001101111011001100001101101101011110
11001100111011100110101011100000110100111001 00010001101100111000100000011001011100111110011001000
0000010110011010110110111110110 111100000110001000100000100010000010010101000101001001010111
000100011000001011010101111011000101111111011110000 011100111101110011000110111111000101011010011100011100011010000001111
1001001010001011000100110100100011011000111101000100100010000000011010001 00101010010001100001001010011011100100011011110101
0111010001111100101110111101111101010000011111111 111001100100001101110111000000011000000101001100011000010101101
000010000010000000000001000100001100111011110101010010111111011001 110011010101111000100010011011111000101100011100010110101001011110011
01011110100101100100000101101101100111101111001001100001100100001101110000011 0011001110100001110010000011010101000010101
010011110000011011001011011 00000110010001010000111110
101000011010001111011001110111110010111111011110011101111001001 0100010111
11110111101110110001101000110100100000001010001111101000 0101001000001111000010111101101001000111111100101011011
11100011 111101100000100000110
101101 11101001100000111100010011101110001011001001001010010010011000101100110111111000
11010010111010000110000101010001101110 10
0111110100101110001001110 111110000000100000
01 1000000000001110000000011111001
001011101010010010110010000111000001100001110011110110100101001101 01000101001001010
00001101011111100010111000010001000000101101010110011100101010011 101111001111110101101101001111110100
0011100111101000000001100000101001000101100111101100001111011010 0011100000111110000011111000100110000011100001010100100110111001
01100001000111101101011110001100001001100010011010010100001 10100110001000010010100000010011110110001100000110110110
100101000001001101110011010001010011101111010101000110111001001110101111010110 100111000000001000101011000000100110010111010000001000010111001001010101100
01100000111001101100001101001010110000 1010100111
01011000000100101100100110111100010001110110001110111101100010000000100100 1010011000110011000100111000110000101100010110100001010111
1100101111111100000001110001000 0111100111111000101010110100010
11110001000010101 1011111111001001010111111000000100010010
101001101101000111000111011010100011011010101100 011110011001010101100100101010011100110100110000011000010111
01010100000110110000110110111001110000111101110000101 0011001101000000111001001001000101
1101010001101010 1101011000011110000011011011000000110101011110
11100001110000101110001101001100 11101100110011100
1110011111111100101 100101010101100010000101001110000010011000
10000101010101011 00110100110011010100100110001110100100111111101011101001010111000011000111111
1010000110 10001
010010100000011010000000000110100111101111010100 000110111101010110000000001101100001111010101000000101101101
0101010111100000010001010101010011001000001110101111111 000111010101011100100100000
00010001000000111 001110110100001
10000010001011010011001000111111011101110000010 111110111001101000000000101011000100101000010001110001000011101
010000011010110000011001101101100001010011011000 00100
001100000011011111010001011011100011011000101001 011100010101100111110000000001001101110001010001010011111010001010111
